temperature_c,tolerance_min,tolerance_max,thermal_voltage_v,phase_locking_value,runtime_s
2.516422913971983,-0.032682108470452775,0.048010408584846925,0.0237550943539313,0.8482259542253471,0.2032478810288012
17.09619684143143,-0.009208080466853709,0.0388795046636079,0.02501148206210666,0.7760852328669654,0.41075230698334053
11.289847921130672,-0.042298316003602204,0.049116605164188934,0.024511129625289806,0.8663059045824208,0.6146115629817359
37.30275658811975,-0.041016935018951886,0.03822883299332415,0.026752748656263935,0.856336662057362,0.8174996100133285
1.080054924345962,-0.04608785942304799,0.04970342717101828,0.02363131773739653,0.8967912023498306,1.021204448014032
42.399144111472104,-0.041219040976976054,-0.00356267306261758,0.027191921353474195,0.7903710732762714,1.2246750760241412
77.6834575154406,-0.02298170329497623,0.012881176686318135,0.030232488228702697,0.8918939236415285,1.428666854975745
8.95307033914673,-0.028176575624550837,0.021577210894629523,0.024309761713458545,0.8447975155240112,1.6322845870163292
36.33188587588527,-0.04919881401883161,0.03942417247475663,0.02666908549144754,0.8587689523537023,1.8367703140247613
13.61139506990417,-0.023551805749355448,0.04441120976371808,0.02471118507993408,0.8292998909467587,2.0400822579977103
52.2984191273334,-0.045030481624027396,0.024354448316151273,0.028044974872112872,0.8795243259033626,2.2432790040038526
-15.181456068590464,-0.04918284743869107,0.0404798830470751,0.022230009141698433,0.8917698985901796,2.4461185230175033
37.57581824875408,-0.01580280863351855,0.027838640747155183,0.02677627928957155,0.8823151255659105,2.6499093010206707
55.00847680378462,-0.008186870373370972,0.04603779525485617,0.028278509573685086,0.7814824875509236,2.853043963026721
43.50038591422518,-0.042239360849656675,0.03755401037641061,0.027286819029637886,0.8472224289872456,3.0561962940264493
49.834871896734995,-0.026215434115406902,0.018782866572429016,0.02783268279718543,0.8678646796616555,3.258915285987314
26.430267363561512,-0.03581985929723508,5.8215331663266645e-06,0.025815830025908714,0.8696613234249863,3.461559019982815
23.39557447499171,-0.04927646692018648,0.0406837245507401,0.025554320426222438,0.8284998483047309,3.664715898979921
21.170656447092988,-0.015988806683767454,0.046517000618984186,0.02536259182495209,0.8361856883383061,3.867720593989361
36.8180160253496,-0.03992813227055991,0.03628558564763511,0.02671097694651394,0.8809569129196083,4.070662902027834
70.2703841400961,-0.011798341033393334,0.044530490016768606,0.02959367899099267,0.8507997717364084,4.273639050021302
23.809540348847747,-0.047256762898094766,0.0393634734794535,0.025589993245163565,0.8548694599657403,4.476541112991981
7.690384932900251,-0.012391877505150119,0.04416201087351444,0.024200951903951648,0.8867791451097813,4.6793099080096
4.608233804791745,-0.04687269869768626,0.04292629147079294,0.023935352669604042,0.818171041200669,4.882195767015219
24.564352834133956,-0.04891696558579797,0.03242758953729097,0.025655037952523864,0.8681371665475928,5.085047178028617
14.006886493304137,-0.04752904410782978,0.04762434550721771,0.02474526589391108,0.870698476538236,5.288010539021343
59.4392847332516,-0.03397616198563819,0.04226382593930221,0.028660327059166376,0.8324898167935428,5.490813522017561
80.59439258777412,-0.026914286693746882,0.041642109147611475,0.03048333320492612,0.8712107659476094,5.694124546018429
-15.443883854638045,-0.00846685302798491,0.040494372977164586,0.022207394864802627,0.8598844986046893,5.8965735280071385
48.96794574817734,-0.048578045044480635,-0.016216695680054252,0.027757976881828798,0.8695857008765236,6.099500108975917
-0.8810032967240495,-0.03616894605775938,0.04690243488609626,0.02346232681502508,0.8710326868688161,6.303038051002659
41.859679411446066,-0.041003025557448884,0.020647446702813294,0.027145433882442106,0.8618512879498604,6.505445163988043
79.51354727104528,-0.014020918950668142,0.0384831379967083,0.030390193161936876,0.858207757376715,6.708305446023587
18.207935828172282,-0.034711877697578164,0.048277205752317226,0.0251072843155977,0.8611476639418235,6.911290124990046
-1.7977099226889202,-0.027889425503299717,0.013087873541637485,0.023383331150030853,0.8348110863025139,7.114207361009903
24.59796147583831,0.010956006291267473,0.032643813209997014,0.025657934121184358,0.8571512825382682,7.317030876001809
-9.71082896139749,-0.03386650972152801,0.007679220420680623,0.02270143131104656,0.8791580748106798,7.5200257819960825
-13.467495004862517,-0.04815484160492109,0.01830230803084118,0.02237770687854079,0.8508839758206362,7.722732729976997
22.779253704172724,-0.046735063813303994,-0.014782732105653916,0.02550121001143804,0.8636078916331084,7.92556440201588
56.0858795825592,-0.045249618444210785,0.003930195360462907,0.028371352961706137,0.8769822196211203,8.12837217701599
-10.783471249978062,-0.03951513237205895,0.0456724790913436,0.022608998150330434,0.8489493093307681,8.330875999003183
15.48482099964545,-0.031704248703451066,0.0010398870160918117,0.024872624435716605,0.8579044466484228,8.534023055981379
-9.701677077230343,-0.03849436887981831,0.04529146037993645,0.022702219959405,0.8211166202536263,8.736959455010947
62.2773755280205,-0.026474345941681868,0.03930269491553916,0.028904894801229757,0.8408122996729918,8.939273883996066
66.05633562116564,-0.04986289038852261,0.046591335420689536,0.029230540386294062,0.8581799107065686,9.141907703015022
-5.955174721681317,-0.04683929150580107,0.04756725905973998,0.023025068553051337,0.8236599426380135,9.344695698004216
41.0074013143361,-0.010319231558585953,0.04440132912041765,0.02707199023849511,0.8565000933952401,9.54745803802507
36.99794950132832,-0.03276672750465369,0.03776815753069039,0.026726482413788926,0.8336295328521772,9.750714055029675
42.41225026260855,-0.03389089027411406,0.0452047123005785,0.02719305075419545,0.8501444858392498,9.953502907999791
15.82984223678379,-0.03916196030042734,0.04800691881509893,0.024902356065545493,0.8220565352918844,10.155664273013826
